"var_titulo";"var_valoracion";"var_reviews";"var_categoria";"var_latitud";"var_longitud";"var_direccion";"var_plus_code";"var_web";"var_telefono";"var_women_led";"var_horarios";"var_cierre_temp";"var_url_gg"
"Almacen De Calzado";0;0;"Zapatería";41,6673799;-3,689919;"Ctra. Estación, 26, 09400 Aranda de Duero, Burgos";"M886+X2 Aranda de Duero";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Almacen+De+Calzado/@41.6673799,-3.6942964,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd44265bcdff2b17:0x20e2563b8c423780!8m2!3d41.6673799!4d-3.689919"
"Calzados Yesi Rodriguez";0;0;"Zapatería";41,6702007;-3,6887386;"Plaza Mayor, 09400 Aranda de Duero, Burgos";"M8C6+3G Aranda de Duero";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Calzados+Yesi+Rodriguez/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd442712f51b5067:0x4f7ac1117583a30e!8m2!3d41.6702007!4d-3.6887386"
"Calzados Cea";0;0;"Zapatería";41,6717606;-3,6840058;"Calle Carrequemada, 25, 09400 Aranda de Duero, Burgos";"M8C8+P9 Aranda de Duero";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Calzados+Cea/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd44265d35077e6d:0xd71fc917afde0028!8m2!3d41.6717606!4d-3.6840058"
"pabloochoa.shoes";3,3;3;"Zapatería";41,6709439;-3,6856771;"Ronda nº13, Bajos, 09400 Aranda de Duero, Burgos";"M8C7+9P Aranda de Duero";"pabloochoashoes.com";"947 55 93 21";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:00; jueves, De 10:00 a 14:00, De 17:00 a 20:00; viernes, De 10:00 a 14:00, De 17:00 a 20:00; sábado, De 10:00 a 14:00, De 17:00 a 20:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:00; martes, De 10:00 a 14:00, De 17:00 a 20:00.";"-";"https://www.google.es/maps/place/pabloochoa.shoes/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd4427518903b23d:0xdf25c308c0fd9840!8m2!3d41.6709439!4d-3.6856771"
"CALZADOS CEA";0;0;"Zapatería";41,6711517;-3,6868657;"Calle Isilla, 6, 09400 Aranda de Duero, Burgos";"M8C7+F7 Aranda de Duero";"0";"947 54 60 94";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:30; jueves, De 10:00 a 14:00, De 17:00 a 20:30; viernes, De 10:00 a 14:00, De 17:00 a 20:30; sábado, De 10:00 a 14:30; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:30; martes, De 10:00 a 14:00, De 17:00 a 20:30.";"-";"https://www.google.es/maps/place/CALZADOS+CEA/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd44265cba46912f:0x3bcccd01d46324d4!8m2!3d41.6711517!4d-3.6868657"
"Borjapiel";3,8;5;"Zapatería";41,6699367;-3,6842799;"Calle Sol de las Moreras, 3, 09400 Aranda de Duero, Burgos";"M898+X7 Aranda de Duero";"facebook.com";"672 09 17 97";"0";"miércoles, De 10:00 a 14:00, De 17:30 a 20:30; jueves, De 10:00 a 14:00, De 17:30 a 20:30; viernes, De 10:00 a 14:00, De 17:30 a 20:30; sábado, De 10:30 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:30 a 20:30; martes, De 10:00 a 14:00, De 17:30 a 20:30.";"-";"https://www.google.es/maps/place/Borjapiel/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd44265d0f844411:0x8d163f09ffca0813!8m2!3d41.6699367!4d-3.6842799"
"Calzados Velasco";4,1;9;"Zapatería";41,6711341;-3,6854638;"Calle Ricaposada, 9, 09400 Aranda de Duero, Burgos";"M8C7+FR Aranda de Duero";"0";"0";"0";"miércoles, De 9:55 a 20:00; jueves, De 9:55 a 20:00; viernes, De 9:55 a 20:00; sábado, De 9:55 a 20:00; domingo, Cerrado; lunes, De 9:55 a 20:00; martes, De 9:55 a 20:00.";"-";"https://www.google.es/maps/place/Calzados+Velasco/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd4426432b34e055:0x9bd58898328cb67d!8m2!3d41.6711341!4d-3.6854638"
"Calzados García";3;1;"Zapatería";41,6688901;-3,6905176;"Av. Castilla, 3, 09400 Aranda de Duero, Burgos";"M895+HQ Aranda de Duero";"0";"947 50 07 56";"0";"miércoles, De 10:00 a 14:00; jueves, De 10:00 a 14:00; viernes, De 10:00 a 14:00; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00; martes, De 10:00 a 14:00.";"-";"https://www.google.es/maps/place/Calzados+Garc%C3%ADa/@41.6688901,-3.694895,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd44265a56ab2263:0xe4c9e83b5280f985!8m2!3d41.6688901!4d-3.6905176"
"Zapatería infantil y juvenil – ANDARINES";4;3;"Zapatería";41,6701271;-3,6876346;"Calle Sta. Lucía, 8, 09400 Aranda de Duero, Burgos";"M8C6+3W Aranda de Duero";"tutiendavecina.com";"947 51 29 80";"0";"miércoles, De 10:00 a 14:00, De 17:30 a 20:30; jueves, De 10:00 a 14:00, De 17:30 a 20:30; viernes, De 10:00 a 14:00, De 17:30 a 20:30; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:30 a 20:30; martes, De 10:00 a 14:00, De 17:30 a 20:30.";"-";"https://www.google.es/maps/place/Zapater%C3%ADa+infantil+y+juvenil+%E2%80%93+ANDARINES/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd44265c9d8bd511:0x9f9ee4656823aa37!8m2!3d41.6701271!4d-3.6876346"
"Zapatería Gonzalo";4,5;4;"Zapatería";41,6614818;-3,6942829;"Plaza Mediterráneo, 1, 09400 Aranda de Duero, Burgos";"M864+H7 Aranda de Duero";"0";"947 51 21 57";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:30; jueves, De 10:00 a 14:00, De 17:00 a 20:30; viernes, De 10:00 a 14:00, De 17:00 a 20:30; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:30; martes, De 10:00 a 14:00, De 17:00 a 20:30.";"-";"https://www.google.es/maps/place/Zapater%C3%ADa+Gonzalo/@41.6614818,-3.6986603,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd4426f8735a1b47:0xf8c7211b8518ca2f!8m2!3d41.6614818!4d-3.6942829"
"Calzados Chankas";4;1;"Zapatería";41,671289;-3,685661;"Calle Isilla, 28, 09400 Aranda de Duero, Burgos";"M8C7+GP Aranda de Duero";"calzados-chankas.negocio.site";"947 50 46 52";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:30; jueves, De 10:00 a 14:00, De 17:00 a 20:30; viernes, De 10:00 a 14:00, De 17:00 a 20:30; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:30; martes, De 10:00 a 14:00, De 17:00 a 20:30.";"-";"https://www.google.es/maps/place/Calzados+Chankas/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd4425a54fa8feb7:0xebd6ba1c226ee032!8m2!3d41.671289!4d-3.685661"
"Calzados Vinti";4;4;"Zapatería";41,6706041;-3,6885277;"Calle Béjar, 5, 09400 Aranda de Duero, Burgos";"M8C6+6H Aranda de Duero";"0";"947 50 14 63";"0";"miércoles, De 10:15 a 13:50, De 17:00 a 19:50; jueves, De 10:15 a 13:50, De 17:00 a 20:00; viernes, De 10:30 a 13:45, De 17:30 a 19:45; sábado, De 10:15 a 14:00; domingo, Cerrado; lunes, De 10:15 a 13:50, De 17:00 a 19:50; martes, De 10:15 a 13:50, De 17:00 a 20:00.";"-";"https://www.google.es/maps/place/Calzados+Vinti/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd44265b43b7a2c7:0x23c9faa5f5e82cad!8m2!3d41.6706041!4d-3.6885277"
"Calzados Zairena";3,5;2;"Zapatería";41,6704858;-3,687305;"Calle Empedrada, 9, 09400 Aranda de Duero, Burgos";"M8C7+53 Aranda de Duero";"0";"947 50 59 11";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:30; jueves, De 10:00 a 14:00, De 17:00 a 20:30; viernes, De 10:00 a 14:00, De 17:00 a 20:30; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:30; martes, De 10:00 a 14:00, De 17:00 a 20:30.";"-";"https://www.google.es/maps/place/Calzados+Zairena/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd44265c98a018c3:0x1e8f09f93a010652!8m2!3d41.6704858!4d-3.687305"
"Paso a Paso";0;0;"Zapatería";41,6713117;-3,6870858;"Calle Isilla, 3, 09400 Aranda de Duero, Burgos";"M8C7+G5 Aranda de Duero";"0";"947 50 24 80";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:30; jueves, De 10:00 a 14:00, De 17:00 a 20:30; viernes, De 10:00 a 14:00, De 17:00 a 20:30; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:30; martes, De 10:00 a 14:00, De 17:00 a 20:30.";"Cerrado temporalmente";"https://www.google.es/maps/place/Paso+a+Paso/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd44265caff85e5b:0xd9aee6bbb1d4f664!8m2!3d41.6713117!4d-3.6870858"
"MERKAL CALZADOS";3,7;59;"Zapatería";41,6709571;-3,683549;"Calle Pedrote, 26, 09400 Aranda de Duero, Burgos";"M8C8+9H Aranda de Duero";"merkal.com";"947 07 00 31";"0";"miércoles, De 10:30 a 14:00, De 17:30 a 20:00; jueves, De 10:30 a 14:00, De 17:30 a 20:00; viernes, De 10:30 a 14:00, De 17:30 a 20:00; sábado, Cerrado; domingo, Cerrado; lunes, De 10:30 a 14:00, De 17:30 a 20:00; martes, De 10:30 a 14:00, De 17:30 a 20:00.";"-";"https://www.google.es/maps/place/MERKAL+CALZADOS/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd44265d46b0b069:0xddd51cfcb525f1da!8m2!3d41.6709571!4d-3.683549"
"Andarines";4;3;"Zapatería";41,6701142;-3,6879842;"Calle Sta. Lucía, 4, 09400 Aranda de Duero, Burgos";"M8C6+2R Aranda de Duero";"0";"947 51 29 80";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:30; jueves, De 10:00 a 14:00, De 17:00 a 20:30; viernes, De 10:00 a 14:00, De 17:00 a 20:30; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:30; martes, De 10:00 a 14:00, De 17:00 a 20:30.";"-";"https://www.google.es/maps/place/Andarines/@41.6666212,-3.688916,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Zapater%C3%ADa!3m4!1s0xd44265c9d8bd511:0x119f262c5f202e65!8m2!3d41.6701142!4d-3.6879842"
"Planasa Chañe";5;1;"Vivero mayorista";41,3270271;-4,4040022;"SG-333, 40216 Chañe, Segovia";"8HGW+R9 Chañe";"planasa.com";"617 40 24 15";"0";"miércoles, De 8:00 a 18:30; jueves, De 8:00 a 18:30; viernes, De 8:00 a 18:30; sábado, Cerrado; domingo, Cerrado; lunes, De 8:00 a 18:30; martes, De 8:00 a 18:30.";"-";"https://www.google.es/maps/place/Planasa+Cha%C3%B1e/@41.3270271,-4.6841536,10z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Vivero+mayorista!3m4!1s0xd47282f5fcb5a17:0xfaa60c74bac84ddc!8m2!3d41.3270271!4d-4.4040022"
"Viveros Carbonero S L";4;2;"Vivero mayorista";41,1152201;-4,2617247;"Carr. de Segovia, 80, 40270 Carbonero el Mayor, Segovia";"4P8Q+38 Carbonero el Mayor";"viveroscarbonero.com";"921 56 01 20";"0";"0";"-";"https://www.google.es/maps/place/Viveros+Carbonero+S+L/@41.1152201,-4.5418761,10z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Vivero+mayorista!3m4!1s0xd412e70e3c9396f:0x4978700800087363!8m2!3d41.1152201!4d-4.2617247"
"El Ejidillo Viveros Integrales S L";4;3;"Vivero mayorista";41,2369116;-3,8479185;"Calle Real, 24, 40389 Valdesimonte, Segovia";"65P2+QR Valdesimonte";"ejidillo.com";"913 50 22 13";"0";"0";"-";"https://www.google.es/maps/place/El+Ejidillo+Viveros+Integrales+S+L/@41.406152,-4.0428741,10z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Vivero+mayorista!3m4!1s0xd46acea7f0d60df:0xc29886c039f7b4d8!8m2!3d41.2369116!4d-3.8479185"
"Plantas Nuñez";4,7;16;"Vivero";41,6756401;-3,74488;"Camino Heras de Abajo s/n, 09443 Villalba de Duero, Burgos";"M7G4+72 Villalba de Duero";"plantasnunez.com";"608 28 68 10";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 21:00; jueves, De 10:00 a 14:00, De 17:00 a 21:00; viernes, De 10:00 a 14:00, De 17:00 a 21:00; sábado, De 17:00 a 21:00; domingo, De 12:30 a 13:30; lunes, De 10:00 a 14:00, De 17:00 a 21:00; martes, De 10:00 a 14:00, De 17:00 a 21:00.";"-";"https://www.google.es/maps/place/Plantas+Nu%C3%B1ez/@41.6756401,-3.7623895,14z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Vivero!3m4!1s0xd469d5f78653961:0x3debcecb7c257921!8m2!3d41.6756401!4d-3.74488"
"Bodegas Vilano";4,4;18;"Bodega";41,7114505;-3,9840317;"Avda. Tinta del Pais, 2, 09314 Pedrosa de Duero, Burgos";"P268+H9 Pedrosa de Duero";"vilano.com";"947 53 00 29";"0";"miércoles, De 9:00 a 18:00; jueves, De 9:00 a 18:00; viernes, De 9:00 a 15:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 18:00; martes, De 9:00 a 18:00.";"-";"https://www.google.es/maps/place/Bodegas+Vilano/@41.7114505,-4.0540695,12z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Vi%C3%B1edo!6e5!3m4!1s0xd468e0b4994be8b:0xba4325202bb4414f!8m2!3d41.7114505!4d-3.9840317"
"Bodegas J A Calvo Casajus S L";4,2;5;"Viñedo";41,7316737;-3,7719227;"Calle Cercado, 0, 09370 Quintana del Pidio, Burgos";"P6JH+M6 Quintana del Pidio";"0";"947 54 55 62";"0";"0";"-";"https://www.google.es/maps/place/Bodegas+J+A+Calvo+Casajus+S+L/@41.7316737,-3.8419605,12z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Vi%C3%B1edo!6e5!3m4!1s0xd4682f0fbb2d333:0x54206bf8fd62b7b2!8m2!3d41.7316737!4d-3.7719227"
"Bodegas Comenge";4,6;60;"Viñedo";41,6377432;-4,1040506;"Camino del Castillo, s/n, 47316 Curiel de Duero, Valladolid";"JVQW+39 Curiel de Duero";"comenge.com";"983 88 03 63";"0";"miércoles, De 7:00 a 15:00; jueves, De 7:00 a 15:00; viernes, De 7:00 a 15:00; sábado, De 7:00 a 15:00; domingo, Cerrado; lunes, De 7:00 a 15:00; martes, De 7:00 a 15:00.";"-";"https://www.google.es/maps/place/Bodegas+Comenge/@41.6377432,-4.1740884,12z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Vi%C3%B1edo!6e5!3m4!1s0xd46ece4beaaaaab:0xa9030222cf109a33!8m2!3d41.6377432!4d-4.1040506"
"Viñedo Bosque de Matasnos";4,8;25;"Viñedo";41,7218985;-3,4692682;"09410 Peñaranda de Duero, Burgos";"PGCJ+Q7 Peñaranda de Duero";"bosquedematasnos.es";"915 63 05 90";"0";"0";"-";"https://www.google.es/maps/place/Vi%C3%B1edo+Bosque+de+Matasnos/@41.7218985,-3.539306,12z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Vi%C3%B1edo!6e5!3m4!1s0xd443771c486e887:0xc53a7e5925939555!8m2!3d41.7218985!4d-3.4692682"
"Bodega Finca Torremilanos";4,3;49;"Bodega";41,6560383;-3,729668;"N-122, km. 274, 09400 Aranda de Duero, Burgos";"M74C+C4 Aranda de Duero";"torremilanos.com";"947 51 28 52";"0";"0";"-";"https://www.google.es/maps/place/Bodega+Finca+Torremilanos/@41.6464906,-3.7182504,12z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Vi%C3%B1edo!3m4!1s0xd44278061e461c1:0xcae0cb9ef0f12ff5!8m2!3d41.6560383!4d-3.729668"
"Vinos Vetusta";3;2;"Viñedo";41,6689752;-3,7042764;"Av. Portugal, 54, 09400 Aranda de Duero, Burgos";"M79W+H7 Aranda de Duero";"vinosvetusta.com";"947 55 69 92";"0";"0";"-";"https://www.google.es/maps/place/Vinos+Vetusta/@41.6464906,-3.7182504,12z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Vi%C3%B1edo!3m4!1s0xd4427ad1f11c951:0x4b973a20bef26c1c!8m2!3d41.6689752!4d-3.7042764"
"Agroaranda S.L.";5;2;"Viñedo";41,6729792;-3,6751222;"Calle Antonio Machado, s/n, 09400 Aranda de Duero, Burgos";"M8FF+5X Aranda de Duero";"0";"947 51 06 40";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:00; jueves, De 10:00 a 14:00, De 17:00 a 20:00; viernes, De 10:00 a 14:00, De 17:00 a 20:00; sábado, De 10:00 a 14:30; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:00; martes, De 10:00 a 14:00, De 17:00 a 20:00.";"-";"https://www.google.es/maps/place/Agroaranda+S.L./@41.6464906,-3.7182504,12z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Vi%C3%B1edo!3m4!1s0xd44266f9d0abc8b:0x4a6c3ba35ef5967c!8m2!3d41.6729792!4d-3.6751222"
"La Pícara Gastroteca";4,4;454;"Bar restaurante";41,6714047;-3,6894969;"Calle Sta. María, 2, 09400 Aranda de Duero, Burgos";"M8C6+H6 Aranda de Duero";"lapicaragastroteca.com";"947 72 28 05";"0";"miércoles, Cerrado; jueves, De 20:00 a 24:00; viernes, De 13:00 a 17:00, De 20:00 a 24:00; sábado, De 12:00 a 17:00, De 20:00 a 24:00; domingo, De 12:00 a 17:00; lunes, Cerrado; martes, Cerrado.";"-";"https://www.google.es/maps/place/La+P%C3%ADcara+Gastroteca/@41.65455,-3.7054611,13z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Vinoteca!3m4!1s0xd44265b3ac5cacf:0x1ee2c225e4e69d26!8m2!3d41.6714047!4d-3.6894969"
"Renedo Gourmet";3,3;3;"Tienda de fiambres";41,6711464;-3,6868653;"Calle Isilla, 6, 09400 Aranda de Duero, Burgos";"M8C7+F7 Aranda de Duero";"renedogourmet.com";"947 50 98 93";"0";"miércoles, De 10:00 a 14:00, De 17:15 a 20:15; jueves, De 10:00 a 14:00, De 17:15 a 20:15; viernes, De 10:00 a 14:00, De 17:15 a 20:15; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:15 a 20:15; martes, De 10:00 a 14:00, De 17:15 a 20:15.";"-";"https://www.google.es/maps/place/Renedo+Gourmet/@41.65455,-3.7054611,13z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Vinoteca!3m4!1s0xd44265cba647b1f:0xdbca3dcecdec3af1!8m2!3d41.6711464!4d-3.6868653"
"Vinos y productos tipicos De la Tierra";5;1;"Vinoteca";41,6708786;-3,6890461;"Calle Miel, 11, 09400 Aranda de Duero, Burgos";"M8C6+99 Aranda de Duero";"0";"947 07 04 22";"0";"miércoles, De 10:00 a 20:30; jueves, De 10:00 a 20:30; viernes, De 10:00 a 20:30; sábado, De 11:00 a 19:00; domingo, De 11:00 a 19:00; lunes, De 10:00 a 20:30; martes, De 10:00 a 20:30.";"-";"https://www.google.es/maps/place/Vinos+y+productos+tipicos+De+la+Tierra/@41.65455,-3.7054611,13z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Vinoteca!3m4!1s0xd44265b38db670b:0x45989da19a820ba4!8m2!3d41.6708786!4d-3.6890461"
"Cecoga Servicios Agroalimentarios";4,4;10;"Veterinario";41,6922831;-3,6850377;"Carretera Madrid - Irún ( Oeste ), 0, 09400 Aranda de Duero, Burgos";"M8R7+WX Aranda de Duero";"cecoga.es";"947 51 09 00";"0";"0";"-";"https://www.google.es/maps/place/Cecoga+Servicios+Agroalimentarios/@41.6758038,-3.6974132,14z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Veterinario!3m4!1s0xd4426e4fac88f0d:0x1504bd81d9f30146!8m2!3d41.6922831!4d-3.6850377"
"Servicios Sociales de la Junta de Castilla y León";3,3;15;"Veterinario";41,6728419;-3,6878948;"Plaza Arco Pajarito, 1, 09400 Aranda de Duero, Burgos";"M8F6+4R Aranda de Duero";"serviciossociales.jcyl.es";"947 51 43 22";"0";"0";"-";"https://www.google.es/maps/place/Servicios+Sociales+de+la+Junta+de+Castilla+y+Le%C3%B3n/@41.6758038,-3.6974132,14z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Veterinario!3m4!1s0xd442644a20e7c89:0x84ce08622814f5e7!8m2!3d41.6728419!4d-3.6878948"
"Junta de Castilla y León";2,3;3;"Veterinario";41,6688856;-3,6903605;"Ctra. Estación, 7, 09400 Aranda de Duero, Burgos";"M895+HV Aranda de Duero";"jcyl.es";"947 50 02 80";"0";"0";"-";"https://www.google.es/maps/place/Junta+de+Castilla+y+Le%C3%B3n/@41.6758038,-3.6974132,14z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Veterinario!3m4!1s0xd44265a53b5d27f:0x8bdba51c9e3a1955!8m2!3d41.6688856!4d-3.6903605"
"Gearga SL";3,9;17;"Veterinario";41,6694305;-3,6932088;"Calle Valladolid, 2, 09400 Aranda de Duero, Burgos";"M894+QP Aranda de Duero";"0";"947 50 04 43";"0";"miércoles, De 9:30 a 14:00, De 17:00 a 20:00; jueves, De 9:30 a 14:00, De 17:00 a 20:00; viernes, De 9:30 a 14:00, De 17:00 a 20:00; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 9:30 a 14:00, De 17:00 a 20:00; martes, De 9:30 a 14:00, De 17:00 a 20:00.";"-";"https://www.google.es/maps/place/Gearga+SL/@41.6758038,-3.6974132,14z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Veterinario!3m4!1s0xd442650809f9211:0x85df0778e44015bc!8m2!3d41.6694305!4d-3.6932088"
"VETERIMUNDI SAN JENARO";4,7;69;"Veterinario";41,6726017;-3,6772979;"Calle Santiago, 22, 09400 Aranda de Duero, Burgos";"M8FF+23 Aranda de Duero";"veterimundisanjenaro.com";"947 50 50 68";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:00; jueves, De 10:00 a 14:00, De 17:00 a 20:00; viernes, De 10:00 a 14:00, De 17:00 a 20:00; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:00; martes, De 10:00 a 14:00, De 17:00 a 20:00.";"-";"https://www.google.es/maps/place/VETERIMUNDI+SAN+JENARO/@41.6758038,-3.6974132,14z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Veterinario!3m4!1s0xd44266f53cd5285:0xaabf04e8be61bffd!8m2!3d41.6726017!4d-3.6772979"
"Clínica Veterinaria Gran Danés";4,9;179;"Veterinario";41,6593246;-3,6908887;"Paseo Picasso, 2, 09400 Aranda de Duero, Burgos";"M855+PJ Aranda de Duero";"veterinariagrandanes.es";"947 42 85 93";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:00; jueves, De 10:00 a 14:00, De 17:00 a 20:00; viernes, De 10:00 a 14:00, De 17:00 a 20:00; sábado, De 10:00 a 12:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:00; martes, De 10:00 a 14:00, De 17:00 a 20:00.";"-";"https://www.google.es/maps/place/Cl%C3%ADnica+Veterinaria+Gran+Dan%C3%A9s/@41.6593246,-3.7083982,14z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Veterinario!3m4!1s0xd4426f772addc7d:0x84a1a6a53b0fe26a!8m2!3d41.6593246!4d-3.6908887"
"Dr. Juan Antonio Mainez";0;0;"Urólogo";40,4789461;-3,6712368;"Av. de San Luis, 166, 28033 Madrid";"F8HH+HG Madrid";"mainezurologo.com";"913 02 72 83";"0";"0";"-";"https://www.google.es/maps/place/Dr.+Juan+Antonio+Mainez/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd422948bf6fffff:0x2ea173596394f1ce!8m2!3d40.4789461!4d-3.6712368"
"Juan Evangelista Ruiz de Burgos Madrid";5;1;"Urólogo";40,424214;-3,680463;"Calle del Príncipe de Vergara, 13, 28001 Madrid";"C8F9+MR Madrid";"0";"915 77 96 32";"0";"miércoles, De 10:00 a 19:00; jueves, De 10:00 a 19:00; viernes, De 10:00 a 14:00; sábado, Cerrado; domingo, Cerrado; lunes, De 10:00 a 19:00; martes, De 10:00 a 19:00.";"-";"https://www.google.es/maps/place/Juan+Evangelista+Ruiz+de+Burgos+Madrid/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd4228bd2ec2b803:0x56034c7d34643aa1!8m2!3d40.424214!4d-3.680463"
"Urología Clínica";3,2;5;"Urólogo";43,2680107;-2,9533099;"Ballets Olaeta, 4, 48014 Bilbao, BI";"729W+6M Bilbao";"urologiaclinicabilbao.com";"944 39 35 10";"0";"miércoles, De 10:00 a 14:00, De 16:30 a 19:30; jueves, De 10:00 a 14:00, De 16:30 a 19:30; viernes, De 10:00 a 14:00; sábado, Cerrado; domingo, Cerrado; lunes, De 10:00 a 14:00, De 16:30 a 19:30; martes, De 10:00 a 14:00, De 16:30 a 19:30.";"-";"https://www.google.es/maps/place/Urolog%C3%ADa+Cl%C3%ADnica/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd4e4fb42ab2a6fb:0x4d98fd4ba3182563!8m2!3d43.2680107!4d-2.9533099"
"Doctor Juan Ángel Burgos Revilla";0;0;"Urólogo";40,4570022;-3,6247077;"Av. de Machupichu, 11, 28043 Madrid";"F94G+R4 Madrid";"0";"914 15 33 11";"0";"0";"-";"https://www.google.es/maps/place/Doctor+Juan+%C3%81ngel+Burgos+Revilla/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd422efe36c2ba57:0x5bec9d71271db7ed!8m2!3d40.4570022!4d-3.6247077"
